actual,predicted,verdict,risk_per_msg,command,progress
SCAM,SCAM,SCAM,1.38,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,2/8
SCAM,SCAM,SCAM,1.84,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.84,EXTRACT,4/11
SCAM,SCAM,SCAM,2.5,EXTRACT,5/14
SCAM,SCAM,SCAM,1.3,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.86,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.75,EXTRACT,3/8
SCAM,SCAM,SCAM,2.48,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.47,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.41,ENGAGE,1/5
SCAM,SCAM,SCAM,1.39,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.72,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,2.16,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.81,ENGAGE,2/5
SCAM,SCAM,SCAM,3.03,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,4/8
SCAM,SCAM,SCAM,1.16,EXTRACT,5/11
SCAM,SCAM,SCAM,1.49,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.24,EXTRACT,3/8
SCAM,SCAM,SCAM,2.12,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/11
SCAM,SCAM,SCAM,1.77,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,2/8
SCAM,SCAM,SCAM,2.05,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.09,EXTRACT,5/11
SCAM,SCAM,SCAM,1.82,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.37,EXTRACT,2/8
SCAM,SCAM,SCAM,1.96,EXTRACT,3/11
SCAM,SCAM,SCAM,1.87,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.33,EXTRACT,5/14
SCAM,SCAM,SCAM,1.9,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.33,EXTRACT,2/8
SCAM,SCAM,SCAM,1.2,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,3.43,EXTRACT,5/11
SCAM,SCAM,SCAM,1.72,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.39,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.04,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.14,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.59,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.24,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.66,ENGAGE,3/5
SCAM,SCAM,SCAM,1.42,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.85,EXTRACT,5/8
SCAM,SCAM,SCAM,1.54,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.9,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.76,EXTRACT,3/8
SCAM,SCAM,SCAM,1.0,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,4.53,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.27,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.67,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.72,ENGAGE,4/5
SCAM,SCAM,SCAM,1.26,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.84,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.15,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,4.2,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.23,ENGAGE,4/5
SCAM,SCAM,SCAM,1.52,EXTRACT,5/8
SCAM,SCAM,SCAM,2.12,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.91,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
SCAM,SCAM,SCAM,1.9,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.68,EXTRACT,3/8
SCAM,SCAM,SCAM,1.15,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.72,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,3.83,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.93,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.92,ENGAGE,3/5
SCAM,SCAM,SCAM,1.27,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.38,EXTRACT,5/8
SCAM,SCAM,SCAM,1.92,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.62,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.04,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.13,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.45,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.05,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.95,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.45,ENGAGE,4/5
SCAM,SCAM,SCAM,1.0,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.44,ENGAGE,2/5
SCAM,SCAM,SCAM,1.58,EXTRACT,3/8
SCAM,SCAM,SCAM,1.25,EXTRACT,4/11
SCAM,SCAM,SCAM,1.74,EXTRACT,5/14
SCAM,SCAM,SCAM,1.81,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.74,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,5/8
SCAM,SCAM,SCAM,1.4,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.47,EXTRACT,3/8
SCAM,SCAM,SCAM,1.53,EXTRACT,4/11
SCAM,SCAM,SCAM,1.04,EXTRACT,5/14
SCAM,SCAM,SCAM,1.43,EXTRACT,1/8
SCAM,SCAM,SCAM,1.73,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,2.01,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.78,EXTRACT,4/11
SCAM,SCAM,SCAM,1.45,EXTRACT,5/14
SCAM,SCAM,SCAM,1.13,EXTRACT,1/8
SCAM,SCAM,SCAM,1.81,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,3/11
SCAM,SCAM,SCAM,1.76,EXTRACT,4/14
SCAM,SCAM,SCAM,1.04,EXTRACT,5/17
SCAM,SCAM,SCAM,1.41,EXTRACT,1/8
SCAM,SCAM,SCAM,2.18,EXTRACT,2/11
SCAM,SCAM,SCAM,1.38,EXTRACT,3/14
SCAM,SCAM,SCAM,1.09,EXTRACT,4/17
SCAM,SCAM,SCAM,1.74,EXTRACT,5/18
NO_SCAM,NO_SCAM,NO_SCAM,1.38,ENGAGE,1/5
SCAM,SCAM,SCAM,1.7,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.61,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.33,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.89,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,2/5
SCAM,SCAM,SCAM,1.53,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.27,EXTRACT,4/8
SCAM,SCAM,SCAM,1.51,EXTRACT,5/11
SCAM,SCAM,SCAM,1.95,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,2/8
SCAM,SCAM,SCAM,1.6,EXTRACT,3/11
SCAM,SCAM,SCAM,3.24,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,3.07,EXTRACT,5/14
SCAM,SCAM,SCAM,1.27,EXTRACT,1/8
SCAM,SCAM,SCAM,1.78,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,5/11
SCAM,SCAM,SCAM,1.12,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.53,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,2.13,EXTRACT,3/8
SCAM,SCAM,SCAM,1.83,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.75,EXTRACT,5/11
SCAM,SCAM,SCAM,1.76,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.38,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.6,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.3,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.31,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.8,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.34,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.59,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.09,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.35,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.47,ENGAGE,2/5
SCAM,SCAM,SCAM,2.1,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.95,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.52,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.48,ENGAGE,1/5
SCAM,SCAM,SCAM,1.86,EXTRACT,2/8
SCAM,SCAM,SCAM,1.66,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.49,EXTRACT,4/11
SCAM,SCAM,SCAM,1.27,EXTRACT,5/14
SCAM,SCAM,SCAM,1.54,EXTRACT,1/8
SCAM,SCAM,SCAM,1.12,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.13,EXTRACT,3/11
SCAM,SCAM,SCAM,1.65,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.72,EXTRACT,5/14
SCAM,SCAM,SCAM,1.69,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.77,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.72,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.49,EXTRACT,4/8
SCAM,SCAM,SCAM,1.89,EXTRACT,5/11
SCAM,SCAM,SCAM,1.35,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,2.65,EXTRACT,2/8
SCAM,SCAM,SCAM,1.5,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.93,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.78,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,3.02,ENGAGE,1/5
SCAM,SCAM,SCAM,1.12,EXTRACT,2/8
SCAM,SCAM,SCAM,1.88,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.38,EXTRACT,4/11
SCAM,SCAM,SCAM,1.22,EXTRACT,5/14
SCAM,SCAM,SCAM,4.69,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,3.34,EXTRACT,2/8
SCAM,SCAM,SCAM,1.57,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,4/11
SCAM,SCAM,SCAM,2.43,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.71,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.89,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.53,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.69,ENGAGE,5/5
NO_SCAM,NO_SCAM,NO_SCAM,1.63,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.07,ENGAGE,2/5
SCAM,SCAM,SCAM,2.72,EXTRACT,3/8
SCAM,SCAM,SCAM,1.09,EXTRACT,4/11
SCAM,SCAM,SCAM,3.31,EXTRACT,5/14
SCAM,SCAM,SCAM,1.95,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.74,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.44,EXTRACT,3/8
SCAM,SCAM,SCAM,1.0,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,2.22,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.18,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.63,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.85,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.05,ENGAGE,5/5
SCAM,SCAM,SCAM,1.83,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.39,EXTRACT,2/8
SCAM,SCAM,SCAM,1.64,EXTRACT,3/11
SCAM,SCAM,SCAM,1.1,EXTRACT,4/14
SCAM,SCAM,SCAM,2.27,EXTRACT,5/17
NO_SCAM,NO_SCAM,NO_SCAM,2.47,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.75,ENGAGE,2/5
SCAM,SCAM,SCAM,1.73,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.99,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.86,ENGAGE,1/5
SCAM,SCAM,SCAM,1.74,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,3.52,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.64,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.64,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,3.68,ENGAGE,1/5
SCAM,SCAM,SCAM,1.95,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.87,EXTRACT,3/8
SCAM,SCAM,SCAM,2.45,EXTRACT,4/11
SCAM,SCAM,SCAM,2.18,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,4.2,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,3.58,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.07,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,4.11,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,2.33,ENGAGE,5/5
SCAM,SCAM,SCAM,3.21,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,3/8
SCAM,SCAM,SCAM,1.91,EXTRACT,4/11
SCAM,SCAM,SCAM,1.35,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.52,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.74,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,2.23,ENGAGE,3/5
SCAM,SCAM,SCAM,1.0,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.41,EXTRACT,5/8
SCAM,SCAM,SCAM,1.67,EXTRACT,1/8
SCAM,SCAM,SCAM,1.84,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,2.07,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.81,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.67,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.25,ENGAGE,3/5
SCAM,SCAM,SCAM,1.66,EXTRACT,4/8
SCAM,SCAM,SCAM,1.36,EXTRACT,5/11
SCAM,SCAM,SCAM,1.42,EXTRACT,1/8
SCAM,SCAM,SCAM,1.15,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.73,EXTRACT,3/11
SCAM,SCAM,SCAM,1.96,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.19,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.55,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.44,ENGAGE,2/5
SCAM,SCAM,SCAM,1.88,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.7,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.96,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.86,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.76,ENGAGE,2/5
SCAM,SCAM,SCAM,2.0,EXTRACT,3/8
SCAM,SCAM,SCAM,1.99,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.38,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.87,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.49,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.19,ENGAGE,3/5
SCAM,SCAM,SCAM,1.82,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.63,EXTRACT,5/8
SCAM,SCAM,SCAM,1.6,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.69,EXTRACT,2/8
SCAM,SCAM,SCAM,2.62,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.59,EXTRACT,4/11
SCAM,SCAM,SCAM,1.24,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.63,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.84,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,3/5
SCAM,SCAM,SCAM,1.04,EXTRACT,4/8
SCAM,SCAM,SCAM,1.87,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,2.48,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,2/5
SCAM,SCAM,SCAM,1.94,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,3.01,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,1.45,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.51,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.86,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.76,ENGAGE,3/5
SCAM,SCAM,SCAM,1.53,EXTRACT,4/8
SCAM,SCAM,SCAM,1.76,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.7,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.54,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.05,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,3.46,ENGAGE,5/5
SCAM,SCAM,SCAM,1.32,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,3.13,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,3/8
SCAM,SCAM,SCAM,1.25,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.83,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,1/5
SCAM,SCAM,SCAM,1.63,EXTRACT,2/8
SCAM,SCAM,SCAM,2.38,EXTRACT,3/11
SCAM,SCAM,SCAM,1.28,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.75,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.68,ENGAGE,1/5
SCAM,SCAM,SCAM,2.06,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,4.29,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.66,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.13,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.58,ENGAGE,1/5
SCAM,SCAM,SCAM,1.56,EXTRACT,2/8
SCAM,SCAM,SCAM,1.67,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.6,EXTRACT,4/11
SCAM,SCAM,SCAM,1.44,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.71,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.67,ENGAGE,2/5
SCAM,SCAM,SCAM,1.82,EXTRACT,3/8
SCAM,SCAM,SCAM,1.24,EXTRACT,4/11
SCAM,SCAM,SCAM,1.89,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.06,ENGAGE,1/5
SCAM,SCAM,SCAM,1.67,EXTRACT,2/8
SCAM,SCAM,SCAM,1.77,EXTRACT,3/11
SCAM,SCAM,SCAM,2.25,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.45,EXTRACT,5/14
SCAM,SCAM,SCAM,1.9,EXTRACT,1/8
SCAM,SCAM,SCAM,1.62,EXTRACT,2/11
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,3/11
NO_SCAM,NO_SCAM,NO_SCAM,1.07,EXTRACT,4/11
SCAM,SCAM,SCAM,1.43,EXTRACT,5/14
SCAM,SCAM,SCAM,1.49,EXTRACT,1/8
SCAM,SCAM,SCAM,2.68,EXTRACT,2/11
SCAM,SCAM,SCAM,1.52,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,2.14,EXTRACT,5/14
SCAM,SCAM,SCAM,1.83,EXTRACT,1/8
NO_SCAM,NO_SCAM,NO_SCAM,1.74,EXTRACT,2/8
SCAM,SCAM,SCAM,1.84,EXTRACT,3/11
SCAM,SCAM,SCAM,1.96,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.14,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.93,ENGAGE,1/5
SCAM,SCAM,SCAM,2.17,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.79,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.44,EXTRACT,4/8
SCAM,SCAM,SCAM,1.43,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,ENGAGE,1/5
SCAM,SCAM,SCAM,1.64,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.57,EXTRACT,3/8
SCAM,SCAM,SCAM,1.4,EXTRACT,4/11
NO_SCAM,NO_SCAM,NO_SCAM,1.04,EXTRACT,5/11
NO_SCAM,NO_SCAM,NO_SCAM,3.52,ENGAGE,1/5
SCAM,SCAM,SCAM,1.61,EXTRACT,2/8
NO_SCAM,NO_SCAM,NO_SCAM,1.06,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,1.75,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,2.37,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.0,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.37,ENGAGE,2/5
SCAM,SCAM,SCAM,1.71,EXTRACT,3/8
SCAM,SCAM,SCAM,1.0,EXTRACT,4/11
SCAM,SCAM,SCAM,1.03,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.27,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.58,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,3.23,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,2.73,ENGAGE,4/5
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,5/5
SCAM,SCAM,SCAM,1.02,EXTRACT,1/8
SCAM,SCAM,SCAM,1.5,EXTRACT,2/11
SCAM,SCAM,SCAM,1.0,EXTRACT,3/14
NO_SCAM,NO_SCAM,NO_SCAM,1.75,EXTRACT,4/14
NO_SCAM,NO_SCAM,NO_SCAM,1.18,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,2.34,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.05,ENGAGE,2/5
NO_SCAM,NO_SCAM,NO_SCAM,1.8,ENGAGE,3/5
NO_SCAM,NO_SCAM,NO_SCAM,1.72,ENGAGE,4/5
SCAM,SCAM,SCAM,1.86,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,3.05,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.1,ENGAGE,2/5
SCAM,SCAM,SCAM,1.23,EXTRACT,3/8
NO_SCAM,NO_SCAM,NO_SCAM,2.03,EXTRACT,4/8
NO_SCAM,NO_SCAM,NO_SCAM,3.36,EXTRACT,5/8
NO_SCAM,NO_SCAM,NO_SCAM,1.81,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,1.63,ENGAGE,2/5
SCAM,SCAM,SCAM,1.82,EXTRACT,3/8
SCAM,SCAM,SCAM,2.12,EXTRACT,4/11
SCAM,SCAM,SCAM,1.93,EXTRACT,5/14
NO_SCAM,NO_SCAM,NO_SCAM,1.77,ENGAGE,1/5
NO_SCAM,NO_SCAM,NO_SCAM,2.12,ENGAGE,2/5
SCAM,SCAM,SCAM,1.77,EXTRACT,3/8
